Time,LDR1,LDR2,LDR3,LDR4,Horizontal_Angle(Azimuth),Vertical_Angle(Elevation),Voltage,Current
01/03/2024 1:30,578,578,640,157,69,149,10.77,0.01
01/03/2024 2:00,637,882,444,86,177,88,10.44,1.85
01/03/2024 2:30,87,491,120,140,32,168,3.18,1.28
01/03/2024 3:00,609,621,937,413,24,171,7.35,0.76
01/03/2024 3:30,582,985,250,458,1,128,11.65,1.89
01/03/2024 4:00,238,355,449,510,162,118,5.54,1.10
01/03/2024 4:30,539,689,849,237,123,82,4.58,0.58
01/03/2024 5:00,325,499,490,883,77,147,10.92,0.68
01/03/2024 5:30,687,980,240,362,66,92,11.89,1.17
01/03/2024 6:00,867,1004,886,234,88,121,4.06,0.44
01/03/2024 6:30,220,795,376,945,34,153,11.23,0.59
01/03/2024 7:00,404,600,816,392,116,79,10.42,0.86
01/03/2024 7:30,760,303,720,660,154,110,6.17,0.95
01/03/2024 8:00,829,541,763,405,141,79,4.98,1.11
01/03/2024 8:30,373,421,28,673,52,55,8.13,1.94
01/03/2024 9:00,961,793,700,430,17,145,6.41,1.67
01/03/2024 9:30,159,205,498,267,81,113,4.21,1.85
01/03/2024 10:00,642,139,344,250,70,41,5.54,0.64
01/03/2024 10:30,475,128,552,645,45,79,6.57,1.44
01/03/2024 11:00,979,708,819,558,115,28,5.53,0.15
01/03/2024 11:30,437,58,644,715,55,7,3.92,1.59
01/03/2024 12:00,936,81,701,44,113,8,4.64,0.37
01/03/2024 12:30,859,529,975,627,76,93,5.19,0.57
01/03/2024 13:00,599,127,813,521,98,84,0.92,1.47
01/03/2024 13:30,179,130,929,984,155,174,11.89,1.32
01/03/2024 14:00,111,592,574,111,9,110,10.67,1.86
01/03/2024 14:30,62,599,438,87,9,128,2.28,0.53
01/03/2024 15:00,624,367,938,973,152,127,1.41,0.01
01/03/2024 15:30,915,259,132,819,152,26,2.40,0.98
01/03/2024 16:00,299,745,47,140,98,141,3.40,1.48
01/03/2024 16:30,513,342,374,380,139,152,8.64,1.75
01/03/2024 17:00,385,28,683,98,34,74,1.57,0.25
01/03/2024 17:30,441,214,516,443,154,83,11.97,1.98
01/03/2024 18:00,1013,762,358,240,44,100,11.39,1.01
01/03/2024 18:30,221,198,610,501,62,16,9.98,0.76
01/03/2024 19:00,801,201,221,374,71,38,9.09,1.38
01/03/2024 19:30,612,274,60,203,134,38,3.65,0.95
01/03/2024 20:00,868,439,589,409,155,26,10.22,0.75
01/03/2024 20:30,901,887,986,10,89,33,10.78,0.47
01/03/2024 21:00,63,632,10,904,76,123,3.00,0.27
01/03/2024 21:30,226,400,897,938,152,5,9.84,1.78
01/03/2024 22:00,752,626,163,494,60,19,3.65,1.13
01/03/2024 22:30,494,798,971,259,119,81,3.96,1.55
01/03/2024 23:00,610,712,500,121,134,176,11.79,0.29
01/03/2024 23:30,111,422,186,384,109,142,5.15,1.22
02/03/2024 0:00,354,684,689,550,89,1,3.16,0.81
02/03/2024 0:30,715,528,166,240,68,54,3.93,1.86
02/03/2024 1:00,7,48,197,501,157,175,2.06,0.46
02/03/2024 1:30,383,342,456,547,162,180,6.84,1.76
02/03/2024 2:00,191,977,771,517,36,125,9.52,0.28
02/03/2024 2:30,405,47,524,72,129,70,11.20,1.28
02/03/2024 3:00,527,330,286,308,52,132,5.90,1.41
02/03/2024 3:30,544,11,777,449,151,147,6.72,0.24
02/03/2024 4:00,609,480,741,182,111,160,2.85,1.70
02/03/2024 4:30,206,90,99,545,145,158,3.94,0.98
02/03/2024 5:00,239,874,366,47,22,28,11.29,0.68
02/03/2024 5:30,213,965,629,1000,122,118,1.44,1.09
02/03/2024 6:00,759,263,920,456,162,104,5.67,1.61
02/03/2024 6:30,949,918,161,429,49,101,9.53,0.82
02/03/2024 7:00,758,468,45,189,131,61,10.82,1.71
02/03/2024 7:30,401,334,317,156,89,6,11.38,0.55
02/03/2024 8:00,719,402,685,236,146,0,1.39,1.45
02/03/2024 8:30,710,476,763,257,26,52,4.98,0.31
02/03/2024 9:00,700,168,180,395,3,8,5.47,1.94
02/03/2024 9:30,150,646,851,45,30,8,4.08,0.34
02/03/2024 10:00,316,312,908,947,162,111,3.19,1.10
02/03/2024 10:30,362,662,607,82,177,73,0.92,0.55
02/03/2024 11:00,301,582,758,740,90,107,2.15,1.59
02/03/2024 11:30,574,416,740,555,93,104,4.79,0.36
02/03/2024 12:00,409,367,16,710,100,180,9.97,0.90
02/03/2024 12:30,152,14,792,94,8,130,5.27,0.85
02/03/2024 13:00,597,873,151,208,43,58,6.07,1.20
02/03/2024 13:30,866,497,345,399,153,81,8.20,1.62
02/03/2024 14:00,546,807,727,352,0,87,11.99,0.67
02/03/2024 14:30,1023,255,618,583,146,40,8.46,0.62
02/03/2024 15:00,453,280,139,436,150,7,4.98,1.75
02/03/2024 15:30,688,626,322,274,39,17,2.89,0.80
02/03/2024 16:00,1019,481,217,273,139,167,2.02,0.76
02/03/2024 16:30,671,437,206,452,17,175,6.66,1.82
02/03/2024 17:00,338,792,99,586,96,86,0.23,0.67
02/03/2024 17:30,244,867,148,650,142,175,6.22,1.58
02/03/2024 18:00,330,747,979,897,155,172,0.53,0.07
02/03/2024 18:30,358,716,4,891,39,119,5.49,0.34
02/03/2024 19:00,875,984,388,942,64,24,10.72,1.79
02/03/2024 19:30,430,337,637,104,44,70,5.87,1.99
02/03/2024 20:00,478,346,510,272,91,84,6.14,1.01
02/03/2024 20:30,73,644,114,24,60,134,0.04,1.36
02/03/2024 21:00,560,711,541,549,15,161,0.85,0.99
02/03/2024 21:30,508,914,736,212,96,144,7.76,1.91
02/03/2024 22:00,896,383,953,550,162,81,9.02,1.26
02/03/2024 22:30,429,216,666,999,125,125,3.18,0.25
02/03/2024 23:00,599,239,23,958,47,172,9.78,0.46
02/03/2024 23:30,234,667,278,991,8,1,4.86,1.36
03/03/2024 0:00,182,187,959,282,159,17,1.62,1.60
03/03/2024 0:30,294,589,179,693,74,176,8.35,1.65
03/03/2024 1:00,128,649,119,283,104,82,0.44,1.30
03/03/2024 1:30,508,729,604,559,155,54,8.97,0.91
03/03/2024 2:00,420,81,730,303,177,19,0.00,1.34
03/03/2024 2:30,217,407,82,300,113,102,10.74,0.29
03/03/2024 3:00,564,496,781,799,134,81,5.27,1.92
03/03/2024 3:30,590,40,124,868,131,61,10.80,1.00
03/03/2024 4:00,169,926,986,858,123,11,7.82,1.48
03/03/2024 4:30,839,262,538,55,54,16,10.08,0.25
03/03/2024 5:00,82,797,751,387,54,167,10.55,0.57
03/03/2024 5:30,676,59,105,289,155,40,1.41,1.47
03/03/2024 6:00,288,216,237,701,62,91,3.48,1.87
03/03/2024 6:30,615,779,749,960,133,98,4.22,0.12
03/03/2024 7:00,163,950,338,279,136,158,5.21,1.90
03/03/2024 7:30,466,251,232,334,1,76,2.82,1.86
03/03/2024 8:00,249,593,768,79,95,2,8.44,0.33
03/03/2024 8:30,86,809,277,111,114,107,8.81,0.54
03/03/2024 9:00,707,600,8,426,37,84,1.42,0.73
03/03/2024 9:30,994,329,789,621,59,155,2.28,0.59
03/03/2024 10:00,253,761,459,346,144,17,4.18,0.53
03/03/2024 10:30,17,570,964,450,57,147,11.24,0.78
03/03/2024 11:00,139,786,448,423,21,61,0.61,0.61
03/03/2024 11:30,27,798,707,1003,162,48,11.46,0.94
03/03/2024 12:00,956,677,12,389,88,133,9.96,0.67
03/03/2024 12:30,366,760,481,356,78,39,3.81,1.46
03/03/2024 13:00,563,550,58,206,154,87,6.40,0.73
03/03/2024 13:30,219,379,326,890,85,159,8.56,0.98
03/03/2024 14:00,673,435,472,305,63,29,9.08,1.54
03/03/2024 14:30,600,526,636,156,120,154,8.28,0.12
03/03/2024 15:00,433,630,528,107,5,38,2.72,1.71
03/03/2024 15:30,650,230,530,269,41,92,6.07,0.35
03/03/2024 16:00,26,506,101,988,0,112,2.86,1.60
03/03/2024 16:30,948,916,74,615,106,171,1.14,0.61
03/03/2024 17:00,324,12,401,474,114,95,5.60,1.79
03/03/2024 17:30,551,670,26,875,40,76,11.61,0.18
03/03/2024 18:00,976,437,425,163,8,74,4.33,2.00
03/03/2024 18:30,199,539,488,567,70,104,4.16,0.41
03/03/2024 19:00,834,283,603,72,159,13,0.63,0.22
03/03/2024 19:30,132,319,421,711,5,131,5.17,0.95
03/03/2024 20:00,47,872,813,814,136,176,7.69,1.70
03/03/2024 20:30,845,706,370,475,81,173,3.02,0.78
03/03/2024 21:00,583,782,211,778,32,61,11.64,0.59
03/03/2024 21:30,105,105,970,839,151,96,0.71,0.16
03/03/2024 22:00,635,124,485,493,45,179,1.56,1.03
03/03/2024 22:30,161,75,314,259,118,68,6.46,0.32
03/03/2024 23:00,761,150,503,955,66,101,6.39,1.79
03/03/2024 23:30,129,746,903,17,36,83,0.19,0.77
04/03/2024 0:00,980,653,603,203,67,73,1.65,0.31
04/03/2024 0:30,1011,328,848,527,168,51,4.25,0.06
04/03/2024 1:00,105,140,148,972,63,160,4.66,1.05
04/03/2024 1:30,953,224,76,872,60,149,7.00,0.65
04/03/2024 2:00,818,834,527,790,43,140,0.73,1.52
04/03/2024 2:30,795,922,505,417,130,13,2.43,1.68
04/03/2024 3:00,515,891,949,524,87,28,3.80,1.13
04/03/2024 3:30,881,238,947,616,72,81,3.79,1.45
04/03/2024 4:00,557,417,137,881,56,166,5.72,1.16
04/03/2024 4:30,541,337,427,181,70,99,3.53,0.13
04/03/2024 5:00,684,480,454,603,4,115,2.57,1.14
04/03/2024 5:30,753,616,488,316,83,97,6.12,1.53
04/03/2024 6:00,451,807,361,299,82,173,8.86,0.49
04/03/2024 6:30,885,980,791,689,151,23,10.92,0.76
04/03/2024 7:00,760,28,740,295,156,112,4.95,0.51
04/03/2024 7:30,935,432,54,49,10,19,0.72,1.75
04/03/2024 8:00,280,702,958,370,18,123,5.85,1.84
04/03/2024 8:30,97,645,417,69,89,114,2.60,0.96
04/03/2024 9:00,907,538,995,969,132,178,10.60,0.36
04/03/2024 9:30,9,408,795,556,2,13,9.54,0.79
04/03/2024 10:00,218,170,190,252,51,112,3.49,1.20
04/03/2024 10:30,461,9,163,879,147,56,2.80,0.13
04/03/2024 11:00,269,385,1018,711,30,144,10.81,1.33
04/03/2024 11:30,18,928,480,90,13,72,5.03,0.56
04/03/2024 12:00,646,791,727,305,127,74,7.55,1.28
04/03/2024 12:30,515,905,889,717,68,146,8.80,0.11
04/03/2024 13:00,693,1012,988,802,150,77,5.82,0.79
04/03/2024 13:30,588,584,896,306,122,87,9.83,1.35
04/03/2024 14:00,638,692,360,302,165,64,8.64,0.90
04/03/2024 14:30,973,592,777,852,47,162,10.61,0.83
04/03/2024 15:00,232,908,721,817,141,163,8.04,2.00
04/03/2024 15:30,8,38,694,840,38,18,5.27,1.45
04/03/2024 16:00,944,207,937,249,3,178,2.95,0.77
04/03/2024 16:30,423,278,214,501,173,138,8.25,1.35
04/03/2024 17:00,583,793,361,357,114,133,7.76,0.99
04/03/2024 17:30,21,262,34,575,106,167,0.17,0.27
04/03/2024 18:00,926,345,56,647,97,39,6.21,0.85
04/03/2024 18:30,186,16,670,388,74,98,9.41,1.02
04/03/2024 19:00,589,831,208,724,134,139,7.63,1.47
04/03/2024 19:30,266,181,352,140,123,5,7.35,1.57
04/03/2024 20:00,669,871,342,897,141,44,2.37,0.42
04/03/2024 20:30,633,972,296,47,142,70,10.35,1.64
04/03/2024 21:00,203,199,791,395,95,96,3.66,0.03
04/03/2024 21:30,772,887,919,166,112,92,10.48,1.99
04/03/2024 22:00,309,263,313,883,178,91,4.20,0.22
04/03/2024 22:30,612,914,30,290,133,54,3.55,0.83
04/03/2024 23:00,28,912,769,48,111,74,2.40,0.31
04/03/2024 23:30,907,3,447,968,96,122,8.11,1.56
05/03/2024 0:00,507,1009,775,373,31,10,3.79,0.43
05/03/2024 0:30,298,413,63,158,39,147,3.68,1.44
05/03/2024 1:00,168,439,454,422,6,161,3.15,0.39
05/03/2024 1:30,217,150,743,877,92,98,6.69,1.79
05/03/2024 2:00,206,162,632,292,1,106,1.75,0.41
05/03/2024 2:30,137,781,404,131,99,35,9.40,0.28
05/03/2024 3:00,586,176,508,158,53,106,2.90,1.82
05/03/2024 3:30,155,385,666,801,148,145,2.44,0.47
05/03/2024 4:00,710,419,700,967,150,90,7.00,0.01
05/03/2024 4:30,1018,976,726,604,116,113,4.33,0.27
05/03/2024 5:00,497,535,923,676,151,29,1.48,0.11
05/03/2024 5:30,1016,419,609,158,177,98,7.34,1.21
05/03/2024 6:00,55,814,468,33,49,180,0.56,0.49
05/03/2024 6:30,776,181,819,507,7,77,0.22,1.94
05/03/2024 7:00,254,292,572,17,98,148,7.86,0.98
05/03/2024 7:30,837,903,620,401,56,148,3.36,1.56
05/03/2024 8:00,1017,585,128,1017,91,162,2.59,0.26
05/03/2024 8:30,301,132,857,582,176,170,11.71,1.45
05/03/2024 9:00,751,777,793,338,132,91,9.19,1.02
05/03/2024 9:30,267,447,1011,685,99,138,10.13,0.46
05/03/2024 10:00,441,170,85,1012,43,92,7.47,0.55
05/03/2024 10:30,466,308,915,672,50,150,0.36,0.40
05/03/2024 11:00,796,584,637,569,62,153,8.96,0.89
05/03/2024 11:30,271,309,611,254,103,167,9.26,1.85
05/03/2024 12:00,674,285,639,866,136,114,2.34,0.09
05/03/2024 12:30,734,422,348,648,144,16,8.61,1.19
05/03/2024 13:00,517,479,658,504,109,84,2.35,0.51
05/03/2024 13:30,682,355,134,969,129,54,9.73,0.44
05/03/2024 14:00,722,325,853,317,1,98,5.04,1.44
05/03/2024 14:30,7,121,373,374,68,82,3.70,0.08
05/03/2024 15:00,999,112,939,162,117,17,3.28,1.44
05/03/2024 15:30,283,199,57,597,97,34,0.59,0.94
05/03/2024 16:00,814,449,780,920,149,53,3.44,0.65
05/03/2024 16:30,563,23,669,577,0,15,7.84,1.73
05/03/2024 17:00,534,274,718,955,39,64,0.83,1.95
05/03/2024 17:30,696,952,114,929,79,122,11.79,1.04
05/03/2024 18:00,735,326,285,453,127,91,10.71,0.07
05/03/2024 18:30,797,975,90,728,122,25,10.12,0.14
05/03/2024 19:00,886,255,169,649,170,96,10.25,0.09
05/03/2024 19:30,580,358,168,272,30,24,7.19,0.93
05/03/2024 20:00,223,222,557,174,94,146,2.66,1.94
05/03/2024 20:30,363,717,184,751,91,95,10.15,1.51
05/03/2024 21:00,183,112,939,274,156,27,3.08,1.73
05/03/2024 21:30,655,306,41,738,179,92,7.62,0.97
05/03/2024 22:00,652,470,797,7,151,35,7.53,1.16
05/03/2024 22:30,473,415,43,913,115,111,7.57,1.20
05/03/2024 23:00,118,811,201,814,18,9,11.82,0.65
05/03/2024 23:30,629,644,3,217,48,137,9.84,1.88
06/03/2024 0:00,89,974,187,522,79,156,4.86,1.46
06/03/2024 0:30,613,164,356,270,89,45,0.00,1.54
06/03/2024 1:00,946,432,58,97,135,84,0.20,0.95
06/03/2024 1:30,921,768,603,557,175,1,5.03,0.77
06/03/2024 2:00,614,384,768,961,178,127,5.23,0.15
06/03/2024 2:30,171,577,44,493,165,59,8.73,1.86
06/03/2024 3:00,613,175,872,903,169,13,7.86,0.98
06/03/2024 3:30,565,314,183,621,179,152,6.23,1.69
06/03/2024 4:00,222,496,491,155,30,71,8.50,0.15
06/03/2024 4:30,885,740,584,178,44,95,11.45,1.05
06/03/2024 5:00,353,310,171,252,32,159,7.71,1.55
06/03/2024 5:30,802,48,144,909,7,75,7.50,0.30
06/03/2024 6:00,781,726,141,960,27,98,2.68,1.03
06/03/2024 6:30,768,1004,866,877,149,33,4.26,0.62
06/03/2024 7:00,68,962,975,958,20,138,3.71,1.36
06/03/2024 7:30,366,680,390,895,93,26,4.75,0.90
06/03/2024 8:00,891,793,153,764,156,44,8.17,0.45
06/03/2024 8:30,539,592,689,186,144,80,7.08,0.48
06/03/2024 9:00,148,975,261,241,56,60,0.44,1.20
06/03/2024 9:30,443,163,230,368,174,103,10.66,0.64
06/03/2024 10:00,861,524,390,116,134,164,9.66,1.36
06/03/2024 10:30,943,144,7,723,80,58,8.03,1.07
06/03/2024 11:00,644,800,239,260,46,176,6.15,1.75
06/03/2024 11:30,336,79,112,262,120,122,6.01,0.49
06/03/2024 12:00,337,848,819,98,39,44,1.63,1.87
06/03/2024 12:30,689,338,204,470,44,102,8.63,0.61
06/03/2024 13:00,823,151,41,171,61,88,10.12,1.65
06/03/2024 13:30,303,645,644,794,21,93,2.67,0.66
06/03/2024 14:00,1015,216,301,160,81,21,1.08,0.09
06/03/2024 14:30,344,330,548,88,172,94,3.57,0.38
06/03/2024 15:00,75,917,223,356,173,78,1.43,1.33
06/03/2024 15:30,591,993,757,394,70,41,9.62,1.11
06/03/2024 16:00,404,255,1019,566,78,177,3.77,0.64
06/03/2024 16:30,816,534,606,1005,68,153,11.64,0.17
06/03/2024 17:00,620,325,537,212,108,107,4.20,0.59
06/03/2024 17:30,11,126,572,682,32,45,4.63,1.11
06/03/2024 18:00,899,9,355,1006,179,66,6.42,0.12
06/03/2024 18:30,576,513,368,85,180,140,7.20,0.79
06/03/2024 19:00,959,337,154,699,10,56,7.19,0.25
06/03/2024 19:30,910,55,664,149,125,90,0.91,0.08
06/03/2024 20:00,984,935,637,786,69,86,4.05,0.92
06/03/2024 20:30,568,258,252,297,80,42,7.78,0.82
06/03/2024 21:00,665,386,193,618,27,54,9.16,0.78
06/03/2024 21:30,222,913,724,8,36,5,7.01,1.68
06/03/2024 22:00,608,948,184,560,150,78,5.17,0.16
06/03/2024 22:30,659,467,759,261,77,151,5.17,1.93
06/03/2024 23:00,409,702,620,284,116,100,10.51,1.19
06/03/2024 23:30,585,699,911,902,180,78,3.56,1.08
07/03/2024 0:00,608,756,82,453,106,68,8.57,0.11
07/03/2024 0:30,280,49,865,906,56,165,2.30,0.74
07/03/2024 1:00,684,259,434,487,33,47,10.46,0.90
07/03/2024 1:30,200,66,591,218,52,82,7.39,1.58
07/03/2024 2:00,1016,377,358,660,16,70,0.90,0.85
07/03/2024 2:30,273,1007,679,667,90,155,8.74,0.59
07/03/2024 3:00,772,800,192,825,135,128,2.51,0.64
07/03/2024 3:30,818,566,891,389,145,179,0.35,1.71
07/03/2024 4:00,101,624,235,185,137,54,2.62,1.82
07/03/2024 4:30,435,158,305,299,156,109,1.65,0.68
07/03/2024 5:00,960,102,888,843,90,114,5.60,0.36
07/03/2024 5:30,547,705,635,437,136,166,1.95,0.49
07/03/2024 6:00,575,880,948,387,27,148,8.32,0.94
07/03/2024 6:30,483,390,39,63,33,93,3.05,0.15
07/03/2024 7:00,462,983,790,674,33,11,6.72,0.29
07/03/2024 7:30,779,442,531,660,177,108,6.42,0.46
07/03/2024 8:00,704,555,644,954,85,131,11.12,1.69
07/03/2024 8:30,857,224,656,151,35,38,10.98,1.49
07/03/2024 9:00,582,1021,426,211,45,80,4.75,1.33
07/03/2024 9:30,945,574,228,1009,172,126,9.57,1.50
07/03/2024 10:00,899,531,555,527,112,11,4.35,0.79
07/03/2024 10:30,442,92,523,467,68,76,9.66,1.75
07/03/2024 11:00,664,948,522,333,104,33,10.07,0.44
07/03/2024 11:30,923,183,668,536,177,18,2.86,1.55
07/03/2024 12:00,563,241,168,318,104,100,8.97,0.24
07/03/2024 12:30,49,6,480,103,25,87,11.31,0.73
07/03/2024 13:00,811,759,160,387,109,55,5.72,1.77
07/03/2024 13:30,814,845,510,847,180,169,6.19,1.21
07/03/2024 14:00,341,834,601,92,7,102,1.50,0.07
07/03/2024 14:30,493,840,691,222,126,62,2.61,1.83
07/03/2024 15:00,958,989,1015,404,1,74,0.47,1.42
07/03/2024 15:30,561,1021,425,794,20,93,5.94,0.05
07/03/2024 16:00,952,503,426,603,53,51,9.15,1.44
07/03/2024 16:30,1007,269,597,662,170,109,7.56,0.28
07/03/2024 17:00,65,330,380,908,133,156,4.47,1.77
07/03/2024 17:30,571,352,988,850,161,55,3.42,0.69
07/03/2024 18:00,1021,11,43,589,125,118,6.65,0.18
07/03/2024 18:30,957,832,504,937,107,118,8.05,0.80
07/03/2024 19:00,438,255,44,809,4,25,1.18,1.42
07/03/2024 19:30,513,100,652,354,149,7,8.54,0.57
07/03/2024 20:00,702,92,464,215,51,152,6.69,0.18
07/03/2024 20:30,792,754,592,307,94,8,4.37,0.78
07/03/2024 21:00,503,164,877,679,60,118,9.72,1.24
07/03/2024 21:30,930,614,378,732,81,83,0.63,0.39
07/03/2024 22:00,701,221,31,767,105,66,9.43,1.54
07/03/2024 22:30,339,668,478,702,122,5,3.56,1.92
07/03/2024 23:00,902,867,257,774,139,159,7.31,1.46
07/03/2024 23:30,809,781,555,367,143,107,9.11,1.20
08/03/2024 0:00,828,96,371,981,45,130,3.39,0.24
08/03/2024 0:30,237,703,408,949,14,48,11.85,0.99
08/03/2024 1:00,848,527,100,348,53,98,2.13,0.70
08/03/2024 1:30,345,79,781,1011,29,79,8.06,0.63
08/03/2024 2:00,720,562,819,229,164,140,6.13,1.15
08/03/2024 2:30,635,353,560,522,73,66,6.55,1.62
08/03/2024 3:00,830,819,394,575,3,7,11.15,1.23
08/03/2024 3:30,326,223,505,276,156,120,10.19,1.74
08/03/2024 4:00,157,678,121,688,149,123,7.57,0.01
08/03/2024 4:30,183,960,247,922,31,29,7.14,1.82
08/03/2024 5:00,532,692,314,907,92,171,8.24,0.28
08/03/2024 5:30,256,305,149,687,6,62,6.60,0.68
08/03/2024 6:00,189,521,1016,286,59,177,7.07,0.10
08/03/2024 6:30,749,499,587,27,166,28,9.53,0.72
08/03/2024 7:00,744,313,392,472,84,170,7.54,0.51
08/03/2024 7:30,549,808,9,425,67,12,6.34,0.03
08/03/2024 8:00,534,157,124,903,44,170,5.67,1.51
08/03/2024 8:30,629,133,508,712,31,128,0.30,1.33
08/03/2024 9:00,526,920,428,393,108,126,6.54,1.53
08/03/2024 9:30,718,598,392,164,38,156,1.76,1.10
08/03/2024 10:00,895,700,470,398,134,118,7.17,1.69
08/03/2024 10:30,821,539,969,433,8,155,4.01,1.75
08/03/2024 11:00,57,819,578,602,19,79,11.42,0.03
08/03/2024 11:30,125,256,721,1022,45,156,3.15,0.38
08/03/2024 12:00,584,366,873,677,134,41,8.76,0.02
08/03/2024 12:30,702,250,783,737,170,89,4.38,1.00
08/03/2024 13:00,1000,1008,255,832,180,4,10.97,1.72
08/03/2024 13:30,839,694,860,659,54,42,0.21,1.77
08/03/2024 14:00,652,962,698,81,36,56,7.73,1.31
08/03/2024 14:30,471,197,33,87,66,9,6.32,0.11
08/03/2024 15:00,453,31,496,324,19,165,6.01,1.34
08/03/2024 15:30,623,195,996,635,125,164,6.36,0.71
08/03/2024 16:00,846,103,462,638,83,99,1.53,0.56
08/03/2024 16:30,140,909,780,331,94,151,5.09,1.31
08/03/2024 17:00,499,221,192,599,99,69,10.27,0.88
08/03/2024 17:30,950,837,133,294,140,15,7.96,0.47
08/03/2024 18:00,268,898,169,395,17,63,5.61,1.79
08/03/2024 18:30,249,793,487,115,95,3,6.26,0.39
08/03/2024 19:00,83,870,176,76,151,116,8.37,1.60
08/03/2024 19:30,571,957,79,39,56,67,10.40,0.84
08/03/2024 20:00,794,77,162,851,0,169,8.64,1.94
08/03/2024 20:30,920,374,272,546,150,53,4.43,0.33
08/03/2024 21:00,608,273,662,949,44,56,11.31,0.38
08/03/2024 21:30,1010,949,298,150,88,144,7.89,1.86
08/03/2024 22:00,620,631,719,689,77,147,3.20,0.70
08/03/2024 22:30,303,184,5,966,18,48,8.51,1.38
08/03/2024 23:00,166,762,203,116,107,117,0.18,1.03
08/03/2024 23:30,740,841,660,44,167,180,10.43,1.15
09/03/2024 0:00,659,586,204,928,2,45,2.66,1.17
09/03/2024 0:30,71,136,781,944,24,42,10.41,1.43
09/03/2024 1:00,801,1022,207,610,5,132,6.17,1.76
09/03/2024 1:30,1015,119,581,166,92,48,11.47,0.88
09/03/2024 2:00,177,665,824,52,44,144,6.53,0.71
09/03/2024 2:30,819,623,623,113,8,58,9.37,1.11
09/03/2024 3:00,270,933,370,817,41,168,10.78,1.04
09/03/2024 3:30,480,283,251,869,99,63,4.81,0.80
09/03/2024 4:00,142,74,289,138,8,79,0.11,1.99
09/03/2024 4:30,711,469,198,444,123,86,8.38,1.01
09/03/2024 5:00,591,434,940,382,44,77,9.61,1.47
09/03/2024 5:30,974,218,983,65,155,48,4.87,1.97
09/03/2024 6:00,659,483,163,845,105,89,4.26,1.45
09/03/2024 6:30,1,347,601,415,77,158,7.84,1.93
09/03/2024 7:00,130,144,812,959,22,179,11.34,0.16
09/03/2024 7:30,121,580,105,649,29,4,7.98,0.67
09/03/2024 8:00,374,805,190,308,100,126,9.10,0.07
09/03/2024 8:30,528,437,341,989,130,145,5.25,1.22
09/03/2024 9:00,577,150,288,512,162,4,10.75,1.02
09/03/2024 9:30,402,461,673,287,141,67,10.09,0.73
09/03/2024 10:00,281,259,547,271,67,123,11.38,1.26
09/03/2024 10:30,283,198,464,341,125,91,7.68,0.78
09/03/2024 11:00,600,668,270,809,79,30,1.54,0.24
09/03/2024 11:30,693,791,153,548,60,101,1.74,0.88
09/03/2024 12:00,452,327,781,23,42,48,10.66,0.43
09/03/2024 12:30,445,922,814,951,119,86,3.86,0.97
09/03/2024 13:00,318,1011,559,553,167,108,9.48,1.07
09/03/2024 13:30,636,445,732,278,165,11,4.00,0.03
09/03/2024 14:00,152,702,89,718,61,167,9.12,0.02
09/03/2024 14:30,376,262,960,213,8,34,0.46,0.50
09/03/2024 15:00,249,712,937,287,171,48,8.39,1.37
09/03/2024 15:30,839,851,77,436,12,144,11.24,0.05
09/03/2024 16:00,389,706,979,874,50,135,3.85,1.10
09/03/2024 16:30,811,344,1018,643,180,166,11.32,0.67
09/03/2024 17:00,206,418,814,323,64,2,6.30,0.61
09/03/2024 17:30,657,541,451,245,177,158,0.82,1.39
09/03/2024 18:00,514,111,66,807,155,167,2.26,1.44
09/03/2024 18:30,799,664,694,402,79,140,3.15,1.65
09/03/2024 19:00,994,150,208,366,129,128,2.95,0.63
09/03/2024 19:30,920,174,288,77,91,37,11.83,1.24
09/03/2024 20:00,58,523,637,399,61,9,3.00,1.75
09/03/2024 20:30,852,745,181,956,20,86,8.72,1.32
09/03/2024 21:00,106,698,927,339,107,30,7.58,1.88
09/03/2024 21:30,709,687,447,351,33,168,10.97,1.86
09/03/2024 22:00,498,133,727,169,68,138,5.96,1.04
09/03/2024 22:30,166,938,326,661,88,12,11.93,1.94
09/03/2024 23:00,409,782,591,760,108,75,8.10,0.78
09/03/2024 23:30,215,515,578,626,119,3,11.42,0.95
10/03/2024 0:00,881,79,328,488,118,79,7.79,1.67
10/03/2024 0:30,129,560,856,817,48,41,7.45,1.39
10/03/2024 1:00,486,299,229,893,155,26,5.36,1.93
10/03/2024 1:30,162,392,448,221,119,57,3.43,0.92
10/03/2024 2:00,776,458,880,28,24,159,3.85,0.21
10/03/2024 2:30,476,11,102,615,86,44,5.25,1.58
10/03/2024 3:00,861,542,380,286,151,71,6.97,0.94
10/03/2024 3:30,757,198,715,393,86,151,8.39,1.86
10/03/2024 4:00,954,879,247,343,55,143,5.33,0.99
10/03/2024 4:30,773,320,860,761,123,90,8.18,1.60
10/03/2024 5:00,856,855,307,694,146,95,5.15,0.86
10/03/2024 5:30,668,945,25,211,177,65,0.92,1.77
10/03/2024 6:00,784,576,848,3,153,57,1.52,0.52
10/03/2024 6:30,347,547,29,514,97,19,10.01,0.46
10/03/2024 7:00,431,248,391,955,45,149,1.82,0.18
10/03/2024 7:30,855,367,959,151,86,129,11.44,1.67
10/03/2024 8:00,84,38,485,3,139,133,5.54,1.41
10/03/2024 8:30,314,715,187,144,161,21,10.14,0.73
10/03/2024 9:00,885,426,570,465,89,62,6.12,1.75
