Time,LDR1,LDR2,LDR3,LDR4,Horizontal_Angle,Vertical_Angle,Voltage,Current
02/03/2024 5:00,239,874,366,47,22,28,11.2858261,0.683192214
02/03/2024 5:30,213,965,629,1000,122,118,1.440568252,1.092534781
02/03/2024 6:00,759,263,920,456,162,104,5.674388734,1.614292845
02/03/2024 6:30,949,918,161,429,49,101,9.53209502,0.818082848
02/03/2024 7:00,758,468,45,189,131,61,10.82170186,1.706783824
02/03/2024 7:30,401,334,317,156,89,6,11.38261537,0.550186994
02/03/2024 8:00,719,402,685,236,146,0,1.391585522,1.447574097
02/03/2024 8:30,710,476,763,257,26,52,4.975078438,0.306506565
02/03/2024 9:00,700,168,180,395,3,8,5.4743383,1.943117439
02/03/2024 9:30,150,646,851,45,30,8,4.082684086,0.338534123
02/03/2024 10:00,316,312,908,947,162,111,3.186288023,1.096254585
02/03/2024 10:30,362,662,607,82,177,73,0.921250075,0.550564896
02/03/2024 11:00,301,582,758,740,90,107,2.152523858,1.587741967
02/03/2024 11:30,574,416,740,555,93,104,4.787481526,0.358782516
02/03/2024 12:00,409,367,16,710,100,180,9.967678432,0.901410031
02/03/2024 12:30,152,14,792,94,8,130,5.267099138,0.854910849
02/03/2024 13:00,597,873,151,208,43,58,6.074748537,1.196286724
02/03/2024 13:30,866,497,345,399,153,81,8.197221282,1.624776789
02/03/2024 14:00,546,807,727,352,0,87,11.9903267,0.670798521
02/03/2024 14:30,1023,255,618,583,146,40,8.459485987,0.617764487
02/03/2024 15:00,453,280,139,436,150,7,4.981534421,1.7537076
02/03/2024 15:30,688,626,322,274,39,17,2.887044981,0.798076499
02/03/2024 16:00,1019,481,217,273,139,167,2.019401656,0.755042293
02/03/2024 16:30,671,437,206,452,17,175,6.66303696,1.823574964
02/03/2024 17:00,338,792,99,586,96,86,0.233823147,0.671629676
02/03/2024 17:30,244,867,148,650,142,175,6.217585129,1.582962439
02/03/2024 18:00,330,747,979,897,155,172,0.527968187,0.065594398
02/03/2024 18:30,358,716,4,891,39,119,5.487426606,0.344677376
02/03/2024 19:00,875,984,388,942,64,24,10.72450485,1.788010278
02/03/2024 19:30,430,337,637,104,44,70,5.868407028,1.987287026
02/03/2024 20:00,478,346,510,272,91,84,6.14318584,1.012706188
02/03/2024 20:30,73,644,114,24,60,134,0.04092047,1.355558893
02/03/2024 21:00,560,711,541,549,15,161,0.851201256,0.987536383
02/03/2024 21:30,508,914,736,212,96,144,7.75553427,1.905830594
02/03/2024 22:00,896,383,953,550,162,81,9.017799967,1.264114724
02/03/2024 22:30,429,216,666,999,125,125,3.178243285,0.245995647
02/03/2024 23:00,599,239,23,958,47,172,9.776239502,0.464132832
02/03/2024 23:30,234,667,278,991,8,1,4.858853378,1.358154774
03/03/2024 0:00,182,187,959,282,159,17,1.623544597,1.60366368
03/03/2024 0:30,294,589,179,693,74,176,8.349341303,1.650614369
03/03/2024 1:00,128,649,119,283,104,82,0.439506557,1.300858545
03/03/2024 1:30,508,729,604,559,155,54,8.968644176,0.908253548
03/03/2024 2:00,420,81,730,303,177,19,0.002183519,1.336441707
03/03/2024 2:30,217,407,82,300,113,102,10.74374957,0.294791699
03/03/2024 3:00,564,496,781,799,134,81,5.268569876,1.916065317
03/03/2024 3:30,590,40,124,868,131,61,10.80137897,1.002576289
03/03/2024 4:00,169,926,986,858,123,11,7.821848198,1.477346011
03/03/2024 4:30,839,262,538,55,54,16,10.08060785,0.24609675
03/03/2024 5:00,82,797,751,387,54,167,10.55176094,0.56508107
03/03/2024 5:30,676,59,105,289,155,40,1.4116323,1.465404506
03/03/2024 6:00,288,216,237,701,62,91,3.48409824,1.869698382
03/03/2024 6:30,615,779,749,960,133,98,4.224649321,0.119366161
03/03/2024 7:00,163,950,338,279,136,158,5.209426452,1.903527556
03/03/2024 7:30,466,251,232,334,1,76,2.821250255,1.864576766
03/03/2024 8:00,249,593,768,79,95,2,8.436121694,0.329456377
03/03/2024 8:30,86,809,277,111,114,107,8.807104389,0.538666918
03/03/2024 9:00,707,600,8,426,37,84,1.423608311,0.7266902
03/03/2024 9:30,994,329,789,621,59,155,2.276385029,0.593717083
03/03/2024 10:00,253,761,459,346,144,17,4.182977372,0.529327701
03/03/2024 10:30,17,570,964,450,57,147,11.24003834,0.783869504
03/03/2024 11:00,139,786,448,423,21,61,0.605867348,0.607940496
03/03/2024 11:30,27,798,707,1003,162,48,11.46308551,0.944693067
03/03/2024 12:00,956,677,12,389,88,133,9.958531859,0.672609936
03/03/2024 12:30,366,760,481,356,78,39,3.807349196,1.459560043
03/03/2024 13:00,563,550,58,206,154,87,6.398477739,0.733702894
03/03/2024 13:30,219,379,326,890,85,159,8.560670598,0.977954745
03/03/2024 14:00,673,435,472,305,63,29,9.078442224,1.538911233
03/03/2024 14:30,600,526,636,156,120,154,8.281776198,0.117831202
03/03/2024 15:00,433,630,528,107,5,38,2.716610438,1.713257962
03/03/2024 15:30,650,230,530,269,41,92,6.071150128,0.353832186
03/03/2024 16:00,26,506,101,988,0,112,2.864708688,1.601684126
03/03/2024 16:30,948,916,74,615,106,171,1.139142862,0.608238133
03/03/2024 17:00,324,12,401,474,114,95,5.597242338,1.786240175
03/03/2024 17:30,551,670,26,875,40,76,11.61272634,0.1786822
03/03/2024 18:00,976,437,425,163,8,74,4.329738052,1.99872523
03/03/2024 18:30,199,539,488,567,70,104,4.157396698,0.414291791
03/03/2024 19:00,834,283,603,72,159,13,0.625113097,0.216129008
03/03/2024 19:30,132,319,421,711,5,131,5.166487122,0.953493776
03/03/2024 20:00,47,872,813,814,136,176,7.689781453,1.695128883
03/03/2024 20:30,845,706,370,475,81,173,3.016267551,0.77612243
03/03/2024 21:00,583,782,211,778,32,61,11.6388239,0.591881488
03/03/2024 21:30,105,105,970,839,151,96,0.71213596,0.160817654
03/03/2024 22:00,635,124,485,493,45,179,1.559441338,1.033845649
03/03/2024 22:30,161,75,314,259,118,68,6.462770301,0.323025724
03/03/2024 23:00,761,150,503,955,66,101,6.388515322,1.791063401
03/03/2024 23:30,129,746,903,17,36,83,0.188331178,0.766427545
04/03/2024 0:00,980,653,603,203,67,73,1.654476542,0.31486143
04/03/2024 0:30,1011,328,848,527,168,51,4.245757745,0.05957172
04/03/2024 1:00,105,140,148,972,63,160,4.658670972,1.045731365
04/03/2024 1:30,953,224,76,872,60,149,6.997623819,0.650245339
04/03/2024 2:00,818,834,527,790,43,140,0.734141435,1.519346696
04/03/2024 2:30,795,922,505,417,130,13,2.433470219,1.678189792
04/03/2024 3:00,515,891,949,524,87,28,3.802398847,1.12804425
04/03/2024 3:30,881,238,947,616,72,81,3.79090581,1.446929516
04/03/2024 4:00,557,417,137,881,56,166,5.721516551,1.162206034
04/03/2024 4:30,541,337,427,181,70,99,3.534195574,0.12733177
04/03/2024 5:00,684,480,454,603,4,115,2.56647066,1.141700979
04/03/2024 5:30,753,616,488,316,83,97,6.115089787,1.531979879
04/03/2024 6:00,451,807,361,299,82,173,8.861514999,0.486258622
04/03/2024 6:30,885,980,791,689,151,23,10.91909015,0.763947475
04/03/2024 7:00,760,28,740,295,156,112,4.949802783,0.51137092
04/03/2024 7:30,935,432,54,49,10,19,0.719712858,1.754645716
04/03/2024 8:00,280,702,958,370,18,123,5.846717421,1.84119595
04/03/2024 8:30,97,645,417,69,89,114,2.60054359,0.961192606
04/03/2024 9:00,907,538,995,969,132,178,10.60047919,0.35714869
04/03/2024 9:30,9,408,795,556,2,13,9.541873696,0.788133517
04/03/2024 10:00,218,170,190,252,51,112,3.489814662,1.199538975
04/03/2024 10:30,461,9,163,879,147,56,2.796510451,0.132124093
04/03/2024 11:00,269,385,1018,711,30,144,10.80943765,1.329985439
04/03/2024 11:30,18,928,480,90,13,72,5.031478769,0.562376353
04/03/2024 12:00,646,791,727,305,127,74,7.548094499,1.284098325
04/03/2024 12:30,515,905,889,717,68,146,8.803504484,0.107650405
04/03/2024 13:00,693,1012,988,802,150,77,5.82074814,0.786172592
04/03/2024 13:30,588,584,896,306,122,87,9.826877099,1.349266749
04/03/2024 14:00,638,692,360,302,165,64,8.644964837,0.896875501
04/03/2024 14:30,973,592,777,852,47,162,10.61113394,0.831294163
04/03/2024 15:00,232,908,721,817,141,163,8.041881692,1.997516952
04/03/2024 15:30,8,38,694,840,38,18,5.269811033,1.448657637
04/03/2024 16:00,944,207,937,249,3,178,2.953071999,0.767898981
04/03/2024 16:30,423,278,214,501,173,138,8.252575351,1.346076233
04/03/2024 17:00,583,793,361,357,114,133,7.757900117,0.994576138
04/03/2024 17:30,21,262,34,575,106,167,0.167401567,0.270751326
04/03/2024 18:00,926,345,56,647,97,39,6.213362304,0.84972315
04/03/2024 18:30,186,16,670,388,74,98,9.410881377,1.020281748
04/03/2024 19:00,589,831,208,724,134,139,7.634659072,1.471358517
04/03/2024 19:30,266,181,352,140,123,5,7.353480091,1.565603417
04/03/2024 20:00,669,871,342,897,141,44,2.368226626,0.415697697
04/03/2024 20:30,633,972,296,47,142,70,10.35057998,1.64352983
04/03/2024 21:00,203,199,791,395,95,96,3.662919869,0.030803838
04/03/2024 21:30,772,887,919,166,112,92,10.47745374,1.991030721
04/03/2024 22:00,309,263,313,883,178,91,4.20205722,0.218891617
04/03/2024 22:30,612,914,30,290,133,54,3.549157249,0.828981369
04/03/2024 23:00,28,912,769,48,111,74,2.396673808,0.312916392
04/03/2024 23:30,907,3,447,968,96,122,8.105730113,1.55508978
05/03/2024 0:00,507,1009,775,373,31,10,3.786486189,0.429558092
05/03/2024 0:30,298,413,63,158,39,147,3.680482467,1.443974213
05/03/2024 1:00,168,439,454,422,6,161,3.154984189,0.393787215
05/03/2024 1:30,217,150,743,877,92,98,6.689137156,1.793106543
05/03/2024 2:00,206,162,632,292,1,106,1.752504464,0.411178925
05/03/2024 2:30,137,781,404,131,99,35,9.397403189,0.280647242
05/03/2024 3:00,586,176,508,158,53,106,2.901831242,1.818621558
05/03/2024 3:30,155,385,666,801,148,145,2.443634132,0.473823365
05/03/2024 4:00,710,419,700,967,150,90,7.00243154,0.01272168
05/03/2024 4:30,1018,976,726,604,116,113,4.329965626,0.267129691
05/03/2024 5:00,497,535,923,676,151,29,1.475770231,0.105185425
05/03/2024 5:30,1016,419,609,158,177,98,7.339214534,1.207920793
05/03/2024 6:00,55,814,468,33,49,180,0.563739425,0.487983429
05/03/2024 6:30,776,181,819,507,7,77,0.217256086,1.944831222
05/03/2024 7:00,254,292,572,17,98,148,7.858429391,0.984380479
05/03/2024 7:30,837,903,620,401,56,148,3.360599766,1.555137378
05/03/2024 8:00,1017,585,128,1017,91,162,2.585471591,0.257616713
05/03/2024 8:30,301,132,857,582,176,170,11.71009967,1.445055741
05/03/2024 9:00,751,777,793,338,132,91,9.187118613,1.021163869
05/03/2024 9:30,267,447,1011,685,99,138,10.12542263,0.456468989
05/03/2024 10:00,441,170,85,1012,43,92,7.466380486,0.549333305
05/03/2024 10:30,466,308,915,672,50,150,0.359761515,0.398679464
05/03/2024 11:00,796,584,637,569,62,153,8.962499384,0.890379546
05/03/2024 11:30,271,309,611,254,103,167,9.263595495,1.850480552
05/03/2024 12:00,674,285,639,866,136,114,2.344003582,0.08951896
05/03/2024 12:30,734,422,348,648,144,16,8.612153077,1.191994298
05/03/2024 13:00,517,479,658,504,109,84,2.350276976,0.506741578
05/03/2024 13:30,682,355,134,969,129,54,9.73167863,0.437639794
05/03/2024 14:00,722,325,853,317,1,98,5.043896578,1.438182453
05/03/2024 14:30,7,121,373,374,68,82,3.695394819,0.082345446
05/03/2024 15:00,999,112,939,162,117,17,3.280277637,1.440487682
05/03/2024 15:30,283,199,57,597,97,34,0.594848062,0.944004768
05/03/2024 16:00,814,449,780,920,149,53,3.435930631,0.649840859
05/03/2024 16:30,563,23,669,577,0,15,7.837706762,1.726162409
05/03/2024 17:00,534,274,718,955,39,64,0.825076502,1.949579241
05/03/2024 17:30,696,952,114,929,79,122,11.79461686,1.040253648
05/03/2024 18:00,735,326,285,453,127,91,10.71474835,0.070892599
05/03/2024 18:30,797,975,90,728,122,25,10.12351041,0.140564691
05/03/2024 19:00,886,255,169,649,170,96,10.2538974,0.088794573
05/03/2024 19:30,580,358,168,272,30,24,7.194532141,0.92555014
05/03/2024 20:00,223,222,557,174,94,146,2.657231998,1.937642519
05/03/2024 20:30,363,717,184,751,91,95,10.15339914,1.513427525
05/03/2024 21:00,183,112,939,274,156,27,3.078884489,1.728351928
05/03/2024 21:30,655,306,41,738,179,92,7.62107163,0.968926426
05/03/2024 22:00,652,470,797,7,151,35,7.528865086,1.161666234
05/03/2024 22:30,473,415,43,913,115,111,7.570161445,1.203145308
05/03/2024 23:00,118,811,201,814,18,9,11.82445992,0.650186102
05/03/2024 23:30,629,644,3,217,48,137,9.842439069,1.882026096
06/03/2024 0:00,89,974,187,522,79,156,4.864626695,1.457830965
06/03/2024 0:30,613,164,356,270,89,45,0.0023137,1.538748095
06/03/2024 1:00,946,432,58,97,135,84,0.203421463,0.947987511
06/03/2024 1:30,921,768,603,557,175,1,5.026968281,0.770486246
06/03/2024 2:00,614,384,768,961,178,127,5.228788449,0.146008663
06/03/2024 2:30,171,577,44,493,165,59,8.728886952,1.85540266
06/03/2024 3:00,613,175,872,903,169,13,7.856439338,0.979975877
06/03/2024 3:30,565,314,183,621,179,152,6.227598553,1.689678108
06/03/2024 4:00,222,496,491,155,30,71,8.496476582,0.152206733
06/03/2024 4:30,885,740,584,178,44,95,11.45088879,1.046490702
06/03/2024 5:00,353,310,171,252,32,159,7.708241944,1.548886277
06/03/2024 5:30,802,48,144,909,7,75,7.500564443,0.302175063
06/03/2024 6:00,781,726,141,960,27,98,2.676104468,1.025999121
06/03/2024 6:30,768,1004,866,877,149,33,4.256057552,0.62295349
06/03/2024 7:00,68,962,975,958,20,138,3.706247943,1.360688305
06/03/2024 7:30,366,680,390,895,93,26,4.749297356,0.904626504
06/03/2024 8:00,891,793,153,764,156,44,8.169862248,0.445991537
06/03/2024 8:30,539,592,689,186,144,80,7.083148,0.4795826
06/03/2024 9:00,148,975,261,241,56,60,0.437499624,1.198437414
06/03/2024 9:30,443,163,230,368,174,103,10.65637515,0.643523322
06/03/2024 10:00,861,524,390,116,134,164,9.659097057,1.355749035
06/03/2024 10:30,943,144,7,723,80,58,8.025886462,1.074186191
06/03/2024 11:00,644,800,239,260,46,176,6.15289818,1.746602392
06/03/2024 11:30,336,79,112,262,120,122,6.008247618,0.494182122
06/03/2024 12:00,337,848,819,98,39,44,1.630633627,1.871889084
06/03/2024 12:30,689,338,204,470,44,102,8.63486787,0.607598598
06/03/2024 13:00,823,151,41,171,61,88,10.11933393,1.645351952
06/03/2024 13:30,303,645,644,794,21,93,2.665731199,0.664173004
06/03/2024 14:00,1015,216,301,160,81,21,1.076254011,0.087616144
06/03/2024 14:30,344,330,548,88,172,94,3.569685044,0.384653521
06/03/2024 15:00,75,917,223,356,173,78,1.428533384,1.333130083
06/03/2024 15:30,591,993,757,394,70,41,9.619736599,1.105586948
06/03/2024 16:00,404,255,1019,566,78,177,3.76567463,0.64282285
06/03/2024 16:30,816,534,606,1005,68,153,11.64084709,0.166530894
06/03/2024 17:00,620,325,537,212,108,107,4.20161854,0.592135232
06/03/2024 17:30,11,126,572,682,32,45,4.62842346,1.109070592
06/03/2024 18:00,899,9,355,1006,179,66,6.421835935,0.115106832
06/03/2024 18:30,576,513,368,85,180,140,7.19968397,0.791115518
06/03/2024 19:00,959,337,154,699,10,56,7.18617434,0.254293443
06/03/2024 19:30,910,55,664,149,125,90,0.909600091,0.084339951
06/03/2024 20:00,984,935,637,786,69,86,4.051780711,0.918552569
06/03/2024 20:30,568,258,252,297,80,42,7.782184805,0.816405176
06/03/2024 21:00,665,386,193,618,27,54,9.155748543,0.784578655
06/03/2024 21:30,222,913,724,8,36,5,7.008970105,1.68339995
06/03/2024 22:00,608,948,184,560,150,78,5.170441459,0.162053826
06/03/2024 22:30,659,467,759,261,77,151,5.169477924,1.925317873
06/03/2024 23:00,409,702,620,284,116,100,10.50831733,1.192771382
06/03/2024 23:30,585,699,911,902,180,78,3.56219943,1.076037588
07/03/2024 0:00,608,756,82,453,106,68,8.568239337,0.111512097
07/03/2024 0:30,280,49,865,906,56,165,2.298622118,0.742721132
07/03/2024 1:00,684,259,434,487,33,47,10.45832356,0.895251733
07/03/2024 1:30,200,66,591,218,52,82,7.393882434,1.579015395
07/03/2024 2:00,1016,377,358,660,16,70,0.90496323,0.852965325
07/03/2024 2:30,273,1007,679,667,90,155,8.736517683,0.594634209
07/03/2024 3:00,772,800,192,825,135,128,2.512070396,0.637626408
07/03/2024 3:30,818,566,891,389,145,179,0.348846809,1.714257213
07/03/2024 4:00,101,624,235,185,137,54,2.617558548,1.821286159
07/03/2024 4:30,435,158,305,299,156,109,1.654717912,0.677003664
07/03/2024 5:00,960,102,888,843,90,114,5.597496891,0.357291117
07/03/2024 5:30,547,705,635,437,136,166,1.950311053,0.494036627
07/03/2024 6:00,575,880,948,387,27,148,8.315467755,0.936321251
07/03/2024 6:30,483,390,39,63,33,93,3.049980028,0.14925479
07/03/2024 7:00,462,983,790,674,33,11,6.718049426,0.285022582
07/03/2024 7:30,779,442,531,660,177,108,6.41754368,0.455796761
07/03/2024 8:00,704,555,644,954,85,131,11.12232431,1.685081019
07/03/2024 8:30,857,224,656,151,35,38,10.97849467,1.491376312
07/03/2024 9:00,582,1021,426,211,45,80,4.747443323,1.333138968
07/03/2024 9:30,945,574,228,1009,172,126,9.574849577,1.500624554
07/03/2024 10:00,899,531,555,527,112,11,4.346337143,0.793971213
07/03/2024 10:30,442,92,523,467,68,76,9.66420068,1.752327213
07/03/2024 11:00,664,948,522,333,104,33,10.06669426,0.437647876
07/03/2024 11:30,923,183,668,536,177,18,2.855096822,1.552475128
07/03/2024 12:00,563,241,168,318,104,100,8.974875259,0.238726506
07/03/2024 12:30,49,6,480,103,25,87,11.30839523,0.733799169
07/03/2024 13:00,811,759,160,387,109,55,5.721523075,1.767282924
07/03/2024 13:30,814,845,510,847,180,169,6.186056555,1.212458304
07/03/2024 14:00,341,834,601,92,7,102,1.497236472,0.071162336
07/03/2024 14:30,493,840,691,222,126,62,2.606730166,1.827960977
07/03/2024 15:00,958,989,1015,404,1,74,0.472741272,1.419806714
07/03/2024 15:30,561,1021,425,794,20,93,5.944727146,0.045129423
07/03/2024 16:00,952,503,426,603,53,51,9.153214766,1.441299847
07/03/2024 16:30,1007,269,597,662,170,109,7.559340922,0.284541491
07/03/2024 17:00,65,330,380,908,133,156,4.468488488,1.772151487
07/03/2024 17:30,571,352,988,850,161,55,3.420775511,0.686778138
07/03/2024 18:00,1021,11,43,589,125,118,6.654307396,0.180539834
07/03/2024 18:30,957,832,504,937,107,118,8.05207736,0.801608383
07/03/2024 19:00,438,255,44,809,4,25,1.183212823,1.42129556
07/03/2024 19:30,513,100,652,354,149,7,8.536886106,0.570898945
07/03/2024 20:00,702,92,464,215,51,152,6.688122881,0.182567521
07/03/2024 20:30,792,754,592,307,94,8,4.368967743,0.782554138
07/03/2024 21:00,503,164,877,679,60,118,9.723030116,1.242223973
07/03/2024 21:30,930,614,378,732,81,83,0.62802283,0.386152613
07/03/2024 22:00,701,221,31,767,105,66,9.42933042,1.544857053
07/03/2024 22:30,339,668,478,702,122,5,3.562935283,1.915342832
07/03/2024 23:00,902,867,257,774,139,159,7.312672551,1.45587613
07/03/2024 23:30,809,781,555,367,143,107,9.110552853,1.196762034
08/03/2024 0:00,828,96,371,981,45,130,3.39425183,0.240421601
08/03/2024 0:30,237,703,408,949,14,48,11.85185891,0.992572854
08/03/2024 1:00,848,527,100,348,53,98,2.128637032,0.704872049
08/03/2024 1:30,345,79,781,1011,29,79,8.05906331,0.632863563
08/03/2024 2:00,720,562,819,229,164,140,6.132140753,1.148068929
08/03/2024 2:30,635,353,560,522,73,66,6.547618634,1.620383421
08/03/2024 3:00,830,819,394,575,3,7,11.15097875,1.228296347
08/03/2024 3:30,326,223,505,276,156,120,10.19255806,1.739108406
08/03/2024 4:00,157,678,121,688,149,123,7.569778621,0.009285396
08/03/2024 4:30,183,960,247,922,31,29,7.137508074,1.820159005
08/03/2024 5:00,532,692,314,907,92,171,8.242352572,0.281428143
08/03/2024 5:30,256,305,149,687,6,62,6.596252096,0.675862994
08/03/2024 6:00,189,521,1016,286,59,177,7.068240005,0.102802096
08/03/2024 6:30,749,499,587,27,166,28,9.533490394,0.722104488
08/03/2024 7:00,744,313,392,472,84,170,7.542812238,0.508562414
08/03/2024 7:30,549,808,9,425,67,12,6.343041493,0.02748233
08/03/2024 8:00,534,157,124,903,44,170,5.667732278,1.510474542
08/03/2024 8:30,629,133,508,712,31,128,0.301936518,1.332036599
08/03/2024 9:00,526,920,428,393,108,126,6.540682187,1.534240087
08/03/2024 9:30,718,598,392,164,38,156,1.757464187,1.101758051
08/03/2024 10:00,895,700,470,398,134,118,7.170564285,1.685444852
08/03/2024 10:30,821,539,969,433,8,155,4.012268718,1.752227903
08/03/2024 11:00,57,819,578,602,19,79,11.41576637,0.028763628
08/03/2024 11:30,125,256,721,1022,45,156,3.154075414,0.38106823
08/03/2024 12:00,584,366,873,677,134,41,8.755699162,0.022772818
08/03/2024 12:30,702,250,783,737,170,89,4.376900184,0.998958845
08/03/2024 13:00,1000,1008,255,832,180,4,10.9726167,1.71719084
08/03/2024 13:30,839,694,860,659,54,42,0.214567721,1.771267021
08/03/2024 14:00,652,962,698,81,36,56,7.732403973,1.31343816
08/03/2024 14:30,471,197,33,87,66,9,6.316731225,0.114271824
08/03/2024 15:00,453,31,496,324,19,165,6.011358237,1.34420219
08/03/2024 15:30,623,195,996,635,125,164,6.360062417,0.713142497
08/03/2024 16:00,846,103,462,638,83,99,1.529338552,0.562968637
08/03/2024 16:30,140,909,780,331,94,151,5.088201335,1.308855081
08/03/2024 17:00,499,221,192,599,99,69,10.26863151,0.878683809
08/03/2024 17:30,950,837,133,294,140,15,7.956421515,0.466098931
08/03/2024 18:00,268,898,169,395,17,63,5.605921425,1.79228871
08/03/2024 18:30,249,793,487,115,95,3,6.258066187,0.392535867
08/03/2024 19:00,83,870,176,76,151,116,8.372139975,1.59537051
08/03/2024 19:30,571,957,79,39,56,67,10.39685076,0.84476359
08/03/2024 20:00,794,77,162,851,0,169,8.642439063,1.944294743
08/03/2024 20:30,920,374,272,546,150,53,4.425921507,0.328257735
08/03/2024 21:00,608,273,662,949,44,56,11.31426856,0.375116861
08/03/2024 21:30,1010,949,298,150,88,144,7.885747932,1.860613736
08/03/2024 22:00,620,631,719,689,77,147,3.200913872,0.704860126
08/03/2024 22:30,303,184,5,966,18,48,8.511976295,1.384720938
08/03/2024 23:00,166,762,203,116,107,117,0.181824849,1.02786898
08/03/2024 23:30,740,841,660,44,167,180,10.42937029,1.152268967
09/03/2024 0:00,659,586,204,928,2,45,2.655597618,1.16641773
09/03/2024 0:30,71,136,781,944,24,42,10.40834037,1.431150545
09/03/2024 1:00,801,1022,207,610,5,132,6.168986558,1.757359802
09/03/2024 1:30,1015,119,581,166,92,48,11.47314307,0.883567931
09/03/2024 2:00,177,665,824,52,44,144,6.534322194,0.714364052
09/03/2024 2:30,819,623,623,113,8,58,9.36688277,1.11246623
09/03/2024 3:00,270,933,370,817,41,168,10.78423566,1.041193099
09/03/2024 3:30,480,283,251,869,99,63,4.810077969,0.798769673
09/03/2024 4:00,142,74,289,138,8,79,0.107923802,1.991476744
09/03/2024 4:30,711,469,198,444,123,86,8.379886527,1.007743824
09/03/2024 5:00,591,434,940,382,44,77,9.612544199,1.466994639
09/03/2024 5:30,974,218,983,65,155,48,4.87329365,1.966584849
09/03/2024 6:00,659,483,163,845,105,89,4.259727896,1.453657864
09/03/2024 6:30,1,347,601,415,77,158,7.841552233,1.928765774
09/03/2024 7:00,130,144,812,959,22,179,11.34499592,0.162007514
09/03/2024 7:30,121,580,105,649,29,4,7.977777206,0.669995101
09/03/2024 8:00,374,805,190,308,100,126,9.097756313,0.072479749
09/03/2024 8:30,528,437,341,989,130,145,5.247069628,1.220442077
09/03/2024 9:00,577,150,288,512,162,4,10.75178206,1.023888196
09/03/2024 9:30,402,461,673,287,141,67,10.09413293,0.731637171
09/03/2024 10:00,281,259,547,271,67,123,11.37713415,1.258300418
09/03/2024 10:30,283,198,464,341,125,91,7.676436072,0.781263862
09/03/2024 11:00,600,668,270,809,79,30,1.544963216,0.238211752
09/03/2024 11:30,693,791,153,548,60,101,1.74271466,0.877885627
09/03/2024 12:00,452,327,781,23,42,48,10.66115473,0.431893814
09/03/2024 12:30,445,922,814,951,119,86,3.863075724,0.971246508
09/03/2024 13:00,318,1011,559,553,167,108,9.48452055,1.073242224
09/03/2024 13:30,636,445,732,278,165,11,4.000958155,0.030560276
09/03/2024 14:00,152,702,89,718,61,167,9.120417002,0.018261244
09/03/2024 14:30,376,262,960,213,8,34,0.457441107,0.496019089
09/03/2024 15:00,249,712,937,287,171,48,8.38853069,1.365343015
09/03/2024 15:30,839,851,77,436,12,144,11.24327465,0.049435221
09/03/2024 16:00,389,706,979,874,50,135,3.845861904,1.096830803
09/03/2024 16:30,811,344,1018,643,180,166,11.32493499,0.671998249
09/03/2024 17:00,206,418,814,323,64,2,6.304528272,0.605761701
09/03/2024 17:30,657,541,451,245,177,158,0.819045615,1.38679462
09/03/2024 18:00,514,111,66,807,155,167,2.263780183,1.439233459
09/03/2024 18:30,799,664,694,402,79,140,3.146125469,1.64789327
09/03/2024 19:00,994,150,208,366,129,128,2.946169712,0.632889331
09/03/2024 19:30,920,174,288,77,91,37,11.83112389,1.239294335
09/03/2024 20:00,58,523,637,399,61,9,2.998939038,1.752033421
09/03/2024 20:30,852,745,181,956,20,86,8.724462889,1.320453965
09/03/2024 21:00,106,698,927,339,107,30,7.582275603,1.878672774
09/03/2024 21:30,709,687,447,351,33,168,10.96740489,1.855527336
09/03/2024 22:00,498,133,727,169,68,138,5.957619487,1.044374303
09/03/2024 22:30,166,938,326,661,88,12,11.92525055,1.938865779
09/03/2024 23:00,409,782,591,760,108,75,8.099049439,0.782409567
09/03/2024 23:30,215,515,578,626,119,3,11.41614936,0.947112323
10/03/2024 0:00,881,79,328,488,118,79,7.791098521,1.668186551
10/03/2024 0:30,129,560,856,817,48,41,7.450357649,1.386281385
10/03/2024 1:00,486,299,229,893,155,26,5.360761835,1.933644577
10/03/2024 1:30,162,392,448,221,119,57,3.427766772,0.917995958
10/03/2024 2:00,776,458,880,28,24,159,3.847643981,0.207250527
10/03/2024 2:30,476,11,102,615,86,44,5.252898913,1.583390811
10/03/2024 3:00,861,542,380,286,151,71,6.965338116,0.94181704
10/03/2024 3:30,757,198,715,393,86,151,8.393202981,1.855285326
10/03/2024 4:00,954,879,247,343,55,143,5.327728001,0.989083976
10/03/2024 4:30,773,320,860,761,123,90,8.183790942,1.598080607
10/03/2024 5:00,856,855,307,694,146,95,5.152778436,0.855645378
10/03/2024 5:30,668,945,25,211,177,65,0.92193706,1.769729123
10/03/2024 6:00,784,576,848,3,153,57,1.515333073,0.51812779
10/03/2024 6:30,347,547,29,514,97,19,10.01426914,0.461891787
10/03/2024 7:00,431,248,391,955,45,149,1.824574472,0.178076157
10/03/2024 7:30,855,367,959,151,86,129,11.44098513,1.66957436
10/03/2024 8:00,84,38,485,3,139,133,5.543301851,1.412040612
10/03/2024 8:30,314,715,187,144,161,21,10.14444565,0.731659389
10/03/2024 9:00,885,426,570,465,89,62,6.123905758,1.753568866
10/03/2024 9:30,951,303,741,922,50,169,9.559382508,0.136462136
10/03/2024 10:00,291,3,5,739,66,104,2.0037781,1.166528639
10/03/2024 10:30,69,956,739,381,113,97,5.342220913,0.178873365
10/03/2024 11:00,15,947,716,390,180,67,3.560621889,0.68068986
