Timestamp,LDR1,LDR2,LDR3,LDR4,Voltage,Current,Horizontal_Angle,Vertical_Angle
2023-01-04 01:36:59.621962196,149,538,401,439,11.08,0.18,86.0,80.0
2023-01-04 01:38:20.630063006,83,405,266,1009,10.67,0.12,66.0,41.0
2023-01-04 01:39:41.638163816,383,27,434,517,11.75,0.02,89.0,81.0
2023-01-04 01:41:02.646264626,858,678,728,927,10.34,0.17,128.0,2.0
2023-01-04 01:42:23.654365436,483,123,972,417,10.24,0.19,154.0,1.0
2023-01-04 01:43:44.662466246,166,314,324,513,11.59,0.17,63.0,86.0
2023-01-04 01:45:05.670567056,207,105,843,142,12.21,0.15,140.0,74.0
2023-01-04 01:46:26.678667866,1020,393,767,621,12.04,0.14,163.0,33.0
2023-01-04 01:47:47.686768676,394,830,867,707,12.29,0.06,27.0,49.0
2023-01-04 01:49:08.694869486,15,912,258,292,11.41,0.17,62.0,89.0
2023-01-04 01:50:29.702970297,928,927,792,961,11.6,0.2,149.0,28.0
2023-01-04 01:51:50.711071107,232,905,572,561,10.63,0.18,111.0,7.0
2023-01-04 01:53:11.719171917,735,670,751,324,10.16,0.07,49.0,3.0
2023-01-04 01:54:32.727272727,282,771,569,934,11.25,0.08,115.0,15.0
2023-01-04 01:55:53.735373537,440,821,880,623,11.65,0.12,167.0,21.0
2023-01-04 01:57:14.743474347,716,7,437,223,10.95,0.09,122.0,19.0
2023-01-04 01:58:35.751575157,340,595,508,854,11.96,0.03,154.0,74.0
2023-01-04 01:59:56.759675967,245,787,499,871,10.52,0.15,113.0,47.0
2023-01-04 02:01:17.767776777,418,212,107,535,12.24,0.06,39.0,33.0
2023-01-04 02:02:38.775877587,649,869,754,301,11.62,0.19,13.0,38.0
2023-01-04 02:03:59.783978397,887,450,681,684,10.98,0.07,158.0,33.0
2023-01-04 02:05:20.792079207,564,574,605,424,11.14,0.02,66.0,87.0
2023-01-04 02:06:41.800180018,808,286,667,700,10.35,0.15,4.0,82.0
2023-01-04 02:08:02.808280828,747,5,225,283,11.53,0.15,162.0,47.0
2023-01-04 02:09:23.816381638,36,237,498,828,10.85,0.13,130.0,31.0
2023-01-04 02:10:44.824482448,732,660,839,226,10.43,0.07,96.0,87.0
2023-01-04 02:12:05.832583258,550,360,158,837,12.03,0.18,154.0,0.0
2023-01-04 02:13:26.840684068,156,320,793,239,10.94,0.19,175.0,47.0
2023-01-04 02:14:47.848784878,359,530,693,101,11.3,0.16,8.0,20.0
2023-01-04 02:16:08.856885688,853,780,55,459,10.38,0.0,129.0,21.0
2023-01-04 02:17:29.864986498,1016,180,232,275,10.03,0.17,122.0,29.0
2023-01-04 02:18:50.873087308,125,399,445,537,12.27,0.19,55.0,57.0
2023-01-04 02:20:11.881188118,826,706,869,293,11.57,0.09,49.0,43.0
2023-01-04 02:21:32.889288928,769,774,623,277,12.33,0.07,152.0,18.0
2023-01-04 02:22:53.897389738,557,724,595,843,10.8,0.14,16.0,65.0
2023-01-04 02:24:14.905490549,977,516,135,450,10.35,0.1,109.0,81.0
2023-01-04 02:25:35.913591359,3,37,504,299,10.92,0.01,75.0,27.0
2023-01-04 02:26:56.921692169,155,342,786,237,11.4,0.04,34.0,82.0
2023-01-04 02:28:17.929792979,307,316,64,907,11.66,0.17,46.0,20.0
2023-01-04 02:29:38.937893789,98,9,446,211,11.41,0.16,26.0,7.0
2023-01-04 02:30:59.945994599,467,446,628,342,10.54,0.1,28.0,0.0
2023-01-04 02:32:20.954095409,157,375,104,303,11.95,0.11,61.0,62.0
2023-01-04 02:33:41.962196219,706,563,851,881,10.56,0.16,97.0,21.0
2023-01-04 02:35:02.970297029,340,608,903,90,10.92,0.11,81.0,22.0
2023-01-04 02:36:23.978397839,146,514,560,334,10.96,0.06,162.0,75.0
2023-01-04 02:37:44.986498649,482,625,723,523,10.41,0.06,41.0,12.0
2023-01-04 02:39:05.994599459,256,718,1016,156,11.94,0.0,19.0,61.0
2023-01-04 02:40:27.002700270,160,267,778,145,10.62,0.13,136.0,23.0
2023-01-04 02:41:48.010801080,948,923,187,152,11.68,0.11,1.0,48.0
2023-01-04 02:43:09.018901890,419,279,940,197,11.53,0.1,1.0,25.0
2023-01-04 02:44:30.027002700,328,738,79,22,10.78,0.06,113.0,46.0
2023-01-04 02:45:51.035103510,599,241,228,151,12.26,0.03,99.0,89.0
2023-01-04 02:47:12.043204320,663,252,922,183,10.37,0.15,81.0,46.0
2023-01-04 02:48:33.051305130,540,423,72,869,12.29,0.13,19.0,77.0
2023-01-04 02:49:54.059405940,450,698,589,761,10.08,0.1,89.0,21.0
2023-01-04 02:51:15.067506750,258,86,185,951,11.22,0.11,45.0,37.0
2023-01-04 02:52:36.075607560,371,263,468,912,11.4,0.15,28.0,76.0
2023-01-04 02:53:57.083708370,909,687,710,890,10.61,0.02,65.0,69.0
2023-01-04 02:55:18.091809180,455,268,71,581,11.57,0.13,111.0,51.0
2023-01-04 02:56:39.099909991,847,509,604,349,10.73,0.13,37.0,12.0
2023-01-04 02:58:00.108010801,33,567,728,473,10.49,0.05,126.0,20.0
2023-01-04 02:59:21.116111611,98,28,937,431,11.66,0.16,165.0,45.0
2023-01-04 03:00:42.124212421,440,714,876,847,12.35,0.0,66.0,5.0
2023-01-04 03:02:03.132313231,123,398,27,864,11.75,0.11,153.0,29.0
2023-01-04 03:03:24.140414041,453,717,726,1007,11.84,0.01,1.0,89.0
2023-01-04 03:04:45.148514851,548,334,737,354,12.41,0.01,23.0,68.0
2023-01-04 03:06:06.156615661,727,731,466,803,10.95,0.1,48.0,12.0
2023-01-04 03:07:27.164716471,859,194,145,56,12.46,0.13,62.0,36.0
2023-01-04 03:08:48.172817281,591,125,214,581,11.45,0.13,43.0,35.0
2023-01-04 03:10:09.180918091,483,704,732,960,10.2,0.2,22.0,64.0
2023-01-04 03:11:30.189018901,633,733,404,529,12.22,0.1,77.0,17.0
2023-01-04 03:12:51.197119711,808,473,294,985,11.93,0.01,164.0,23.0
2023-01-04 03:14:12.205220522,201,474,590,915,10.12,0.06,106.0,57.0
2023-01-04 03:15:33.213321332,889,790,176,594,11.17,0.1,137.0,64.0
2023-01-04 03:16:54.221422142,558,699,957,503,12.39,0.1,106.0,9.0
2023-01-04 03:18:15.229522952,598,405,824,988,11.5,0.04,26.0,17.0
2023-01-04 03:19:36.237623762,164,515,794,894,10.95,0.19,17.0,82.0
2023-01-04 03:20:57.245724572,384,881,364,156,10.82,0.17,14.0,16.0
2023-01-04 03:22:18.253825382,123,851,228,276,10.49,0.16,166.0,62.0
2023-01-04 03:23:39.261926192,635,417,551,231,12.05,0.17,49.0,2.0
2023-01-04 03:25:00.270027002,877,694,243,411,10.49,0.11,38.0,43.0
2023-01-04 03:26:21.278127812,654,971,446,78,12.26,0.18,142.0,57.0
2023-01-04 03:27:42.286228622,429,530,853,878,11.13,0.01,140.0,66.0
2023-01-04 03:29:03.294329432,140,717,404,172,10.8,0.17,10.0,29.0
2023-01-04 03:30:24.302430243,241,23,91,879,11.99,0.01,112.0,55.0
2023-01-04 03:31:45.310531053,903,754,30,369,11.63,0.11,76.0,22.0
2023-01-04 03:33:06.318631863,90,597,675,688,10.53,0.13,40.0,33.0
2023-01-04 03:34:27.326732673,810,437,712,709,10.03,0.16,102.0,77.0
2023-01-04 03:35:48.334833483,406,449,709,312,10.88,0.05,76.0,47.0
2023-01-04 03:37:09.342934293,396,896,730,267,10.43,0.14,57.0,8.0
2023-01-04 03:38:30.351035103,834,526,768,290,11.98,0.1,37.0,70.0
2023-01-04 03:39:51.359135913,826,1008,421,25,11.28,0.05,76.0,45.0
2023-01-04 03:41:12.367236723,865,510,827,153,11.23,0.18,102.0,81.0
2023-01-04 03:42:33.375337533,122,179,319,167,12.11,0.02,148.0,87.0
2023-01-04 03:43:54.383438343,362,786,690,17,10.48,0.15,74.0,49.0
2023-01-04 03:45:15.391539153,658,940,225,862,11.89,0.15,64.0,31.0
2023-01-04 03:46:36.399639964,960,908,115,278,10.04,0.14,2.0,41.0
2023-01-04 03:47:57.407740774,40,526,187,332,10.14,0.02,77.0,21.0
2023-01-04 03:49:18.415841584,680,660,528,861,10.07,0.06,173.0,49.0
2023-01-04 03:50:39.423942394,710,801,562,567,11.61,0.02,122.0,52.0
2023-01-04 03:52:00.432043204,425,550,373,126,12.31,0.13,6.0,37.0
2023-01-04 03:53:21.440144014,561,400,54,38,10.7,0.09,9.0,34.0
2023-01-04 03:54:42.448244824,412,34,227,327,11.16,0.07,58.0,41.0
2023-01-04 03:56:03.456345634,304,355,683,291,10.23,0.06,138.0,16.0
2023-01-04 03:57:24.464446444,596,14,582,730,10.39,0.16,164.0,6.0
2023-01-04 03:58:45.472547254,846,659,598,812,10.14,0.18,35.0,63.0
2023-01-04 04:00:06.480648064,977,592,539,984,11.18,0.01,173.0,6.0
2023-01-04 04:01:27.488748874,124,249,849,432,10.52,0.14,1.0,43.0
2023-01-04 04:02:48.496849684,146,836,272,533,11.29,0.01,78.0,72.0
2023-01-04 04:04:09.504950495,908,932,809,882,11.87,0.17,128.0,89.0
2023-01-04 04:05:30.513051305,409,790,329,562,11.98,0.02,42.0,52.0
2023-01-04 04:06:51.521152115,480,965,337,918,12.49,0.05,17.0,1.0
2023-01-04 04:08:12.529252925,833,958,84,776,12.21,0.17,54.0,80.0
2023-01-04 04:09:33.537353735,342,564,196,928,12.02,0.11,139.0,32.0
2023-01-04 04:10:54.545454545,839,481,355,210,10.29,0.11,68.0,20.0
2023-01-04 04:12:15.553555355,382,49,422,575,11.55,0.07,130.0,16.0
2023-01-04 04:13:36.561656165,315,722,886,157,12.13,0.13,89.0,10.0
2023-01-04 04:14:57.569756975,55,302,540,192,11.71,0.04,147.0,8.0
2023-01-04 04:16:18.577857785,86,680,109,345,10.77,0.18,40.0,48.0
2023-01-04 04:17:39.585958595,880,114,176,385,10.82,0.15,25.0,29.0
2023-01-04 04:19:00.594059405,966,506,865,399,10.94,0.14,101.0,49.0
2023-01-04 04:20:21.602160216,38,321,654,954,10.5,0.13,132.0,78.0
2023-01-04 04:21:42.610261026,211,822,897,336,10.25,0.11,31.0,18.0
2023-01-04 04:23:03.618361836,362,863,558,786,12.2,0.18,27.0,61.0
2023-01-04 04:24:24.626462646,954,493,191,502,11.91,0.02,45.0,9.0
2023-01-04 04:25:45.634563456,578,905,141,745,10.76,0.08,127.0,75.0
2023-01-04 04:27:06.642664266,177,454,794,643,11.06,0.01,117.0,12.0
2023-01-04 04:28:27.650765076,413,8,37,472,12.32,0.13,168.0,37.0
2023-01-04 04:29:48.658865886,956,95,400,789,10.75,0.0,109.0,41.0
2023-01-04 04:31:09.666966696,637,394,183,274,11.36,0.19,165.0,40.0
2023-01-04 04:32:30.675067506,30,725,864,82,10.94,0.15,87.0,30.0
2023-01-04 04:33:51.683168316,919,70,755,57,10.65,0.17,119.0,40.0
2023-01-04 04:35:12.691269126,136,43,494,297,11.09,0.04,178.0,20.0
2023-01-04 04:36:33.699369937,684,119,215,562,11.75,0.06,138.0,57.0
2023-01-04 04:37:54.707470747,971,570,916,961,10.69,0.17,121.0,32.0
2023-01-04 04:39:15.715571557,938,971,68,980,11.09,0.08,60.0,18.0
2023-01-04 04:40:36.723672367,654,548,718,434,11.54,0.09,62.0,47.0
2023-01-04 04:41:57.731773177,904,563,195,775,10.93,0.2,46.0,48.0
2023-01-04 04:43:18.739873987,28,653,686,476,12.04,0.03,25.0,44.0
2023-01-04 04:44:39.747974797,392,103,649,806,10.0,0.1,142.0,40.0
2023-01-04 04:46:00.756075607,790,1023,503,245,11.34,0.12,43.0,54.0
2023-01-04 04:47:21.764176417,80,303,675,273,10.6,0.08,99.0,3.0
2023-01-04 04:48:42.772277227,36,455,651,116,12.44,0.14,158.0,43.0
2023-01-04 04:50:03.780378037,75,114,827,34,10.73,0.14,103.0,58.0
2023-01-04 04:51:24.788478847,583,629,144,742,11.83,0.11,11.0,81.0
2023-01-04 04:52:45.796579657,632,176,501,427,12.11,0.17,102.0,58.0
2023-01-04 04:54:06.804680468,198,552,951,904,10.93,0.13,69.0,21.0
2023-01-04 04:55:27.812781278,866,265,431,786,11.4,0.14,166.0,22.0
2023-01-04 04:56:48.820882088,207,379,580,53,11.0,0.05,73.0,34.0
2023-01-04 04:58:09.828982898,127,552,1014,912,12.36,0.06,79.0,19.0
2023-01-04 04:59:30.837083708,431,1019,684,831,10.21,0.14,69.0,70.0
2023-01-04 05:00:51.845184518,320,578,579,1014,11.05,0.06,79.0,20.0
2023-01-04 05:02:12.853285328,837,608,478,752,11.29,0.17,68.0,72.0
2023-01-04 05:03:33.861386138,924,949,681,542,12.01,0.03,66.0,71.0
2023-01-04 05:04:54.869486948,518,338,890,533,11.36,0.18,156.0,64.0
2023-01-04 05:06:15.877587758,408,829,406,607,11.99,0.18,79.0,13.0
2023-01-04 05:07:36.885688568,797,365,654,771,10.01,0.08,69.0,82.0
2023-01-04 05:08:57.893789378,840,406,612,662,12.19,0.15,126.0,89.0
2023-01-04 05:10:18.901890189,622,156,509,675,11.73,0.03,126.0,59.0
2023-01-04 05:11:39.909990999,449,943,45,497,10.46,0.18,20.0,70.0
2023-01-04 05:13:00.918091809,252,704,902,194,12.09,0.13,97.0,28.0
2023-01-04 05:14:21.926192619,473,191,511,582,10.66,0.13,118.0,31.0
2023-01-04 05:15:42.934293429,227,102,913,794,12.34,0.18,113.0,16.0
2023-01-04 05:17:03.942394239,502,40,855,961,11.06,0.19,86.0,52.0
2023-01-04 05:18:24.950495049,601,905,75,458,11.54,0.02,123.0,85.0
2023-01-04 05:19:45.958595859,185,783,313,280,10.99,0.01,100.0,88.0
2023-01-04 05:21:06.966696669,377,976,939,78,11.21,0.15,137.0,7.0
2023-01-04 05:22:27.974797479,977,681,831,154,10.24,0.1,72.0,9.0
2023-01-04 05:23:48.982898289,530,795,689,676,11.98,0.15,92.0,68.0
2023-01-04 05:25:09.990999099,629,876,884,86,10.15,0.18,120.0,37.0
2023-01-04 05:26:30.999099910,861,388,1006,687,12.11,0.04,28.0,65.0
2023-01-04 05:27:52.007200720,879,268,1018,614,10.83,0.03,46.0,56.0
2023-01-04 05:29:13.015301530,266,60,148,728,12.21,0.18,58.0,67.0
2023-01-04 05:30:34.023402340,85,482,442,765,10.7,0.13,131.0,33.0
2023-01-04 05:31:55.031503150,705,701,807,244,10.6,0.18,164.0,12.0
2023-01-04 05:33:16.039603960,860,757,681,18,11.0,0.14,12.0,59.0
2023-01-04 05:34:37.047704770,164,803,665,665,11.47,0.2,35.0,33.0
2023-01-04 05:35:58.055805580,1023,301,954,307,12.34,0.19,45.0,85.0
2023-01-04 05:37:19.063906390,871,48,390,399,11.11,0.14,112.0,56.0
2023-01-04 05:38:40.072007200,912,188,822,833,11.11,0.13,23.0,89.0
2023-01-04 05:40:01.080108010,882,325,591,634,10.9,0.06,173.0,60.0
2023-01-04 05:41:22.088208820,65,571,829,681,11.99,0.14,141.0,6.0
2023-01-04 05:42:43.096309630,194,785,154,656,11.09,0.11,110.0,78.0
2023-01-04 05:44:04.104410441,106,991,934,536,12.06,0.07,77.0,9.0
2023-01-04 05:45:25.112511251,537,372,641,419,11.49,0.01,19.0,22.0
2023-01-04 05:46:46.120612061,948,189,918,652,12.4,0.11,137.0,25.0
2023-01-04 05:48:07.128712871,128,892,919,770,12.35,0.04,89.0,45.0
2023-01-04 05:49:28.136813681,505,800,82,676,10.33,0.2,93.0,26.0
2023-01-04 05:50:49.144914491,526,392,289,948,10.99,0.07,153.0,62.0
2023-01-04 05:52:10.153015301,708,296,640,21,10.92,0.14,33.0,84.0
2023-01-04 05:53:31.161116111,1022,119,795,60,10.92,0.15,147.0,67.0
2023-01-04 05:54:52.169216921,354,915,32,398,12.08,0.15,176.0,83.0
2023-01-04 05:56:13.177317731,196,420,273,407,10.93,0.14,163.0,2.0
2023-01-04 05:57:34.185418541,698,25,294,887,11.91,0.01,92.0,13.0
2023-01-04 05:58:55.193519351,336,400,875,946,12.12,0.07,159.0,88.0
2023-01-04 06:00:16.201620162,364,835,142,858,10.79,0.19,160.0,89.0
2023-01-04 06:01:37.209720972,18,47,595,558,11.68,0.04,170.0,57.0
2023-01-04 06:02:58.217821782,411,528,559,236,12.24,0.2,142.0,68.0
2023-01-04 06:04:19.225922592,697,911,954,648,12.29,0.03,177.0,7.0
2023-01-04 06:05:40.234023402,7,137,306,598,11.74,0.14,48.0,60.0
2023-01-04 06:07:01.242124212,743,63,120,286,12.47,0.18,167.0,20.0
2023-01-04 06:08:22.250225022,595,737,818,725,10.97,0.18,59.0,48.0
2023-01-04 06:09:43.258325832,342,494,462,778,12.0,0.09,117.0,80.0
2023-01-04 06:11:04.266426642,215,712,885,808,11.81,0.2,132.0,52.0
2023-01-04 06:12:25.274527452,710,499,309,715,11.36,0.14,168.0,86.0
2023-01-04 06:13:46.282628262,583,688,983,442,11.47,0.12,12.0,86.0
2023-01-04 06:15:07.290729072,937,517,356,408,10.81,0.19,53.0,85.0
2023-01-04 06:16:28.298829883,120,571,46,901,11.85,0.14,172.0,42.0
2023-01-04 06:17:49.306930693,130,356,361,416,12.41,0.05,127.0,46.0
2023-01-04 06:19:10.315031503,560,202,47,1018,10.42,0.12,16.0,19.0
2023-01-04 06:20:31.323132313,1017,695,917,141,11.45,0.15,176.0,77.0
2023-01-04 06:21:52.331233123,628,629,892,438,12.26,0.2,68.0,24.0
2023-01-04 06:23:13.339333933,770,249,540,486,11.46,0.08,17.0,81.0
2023-01-04 06:24:34.347434743,615,391,504,343,10.93,0.07,81.0,27.0
2023-01-04 06:25:55.355535553,775,898,232,1013,12.13,0.2,57.0,36.0
2023-01-04 06:27:16.363636363,250,923,329,1006,10.86,0.14,134.0,50.0
2023-01-04 06:28:37.371737173,237,729,21,632,11.75,0.08,135.0,23.0
2023-01-04 06:29:58.379837983,958,578,669,858,12.17,0.17,65.0,21.0
2023-01-04 06:31:19.387938793,77,680,530,225,12.25,0.01,168.0,79.0
2023-01-04 06:32:40.396039603,622,515,471,22,11.45,0.11,66.0,59.0
2023-01-04 06:34:01.404140414,988,705,795,69,12.49,0.08,118.0,11.0
2023-01-04 06:35:22.412241224,801,800,990,438,12.1,0.01,105.0,61.0
2023-01-04 06:36:43.420342034,853,398,565,434,11.96,0.17,123.0,22.0
2023-01-04 06:38:04.428442844,264,57,213,941,10.22,0.13,1.0,58.0
2023-01-04 06:39:25.436543654,421,826,102,229,12.05,0.03,171.0,5.0
2023-01-04 06:40:46.444644464,26,477,91,842,11.41,0.14,89.0,17.0
2023-01-04 06:42:07.452745274,953,217,335,266,10.04,0.17,62.0,57.0
2023-01-04 06:43:28.460846084,79,634,880,771,10.85,0.06,117.0,2.0
2023-01-04 06:44:49.468946894,564,770,564,935,11.13,0.12,119.0,57.0
2023-01-04 06:46:10.477047704,57,98,428,645,12.21,0.13,42.0,39.0
2023-01-04 06:47:31.485148514,477,650,51,513,11.75,0.12,28.0,15.0
2023-01-04 06:48:52.493249324,812,939,43,453,10.5,0.18,16.0,50.0
2023-01-04 06:50:13.501350135,209,6,544,540,10.33,0.07,102.0,69.0
2023-01-04 06:51:34.509450945,456,646,14,936,11.0,0.11,173.0,83.0
2023-01-04 06:52:55.517551755,408,223,527,329,11.5,0.16,89.0,50.0
2023-01-04 06:54:16.525652565,150,506,646,545,12.15,0.04,46.0,19.0
2023-01-04 06:55:37.533753375,754,640,23,392,10.14,0.08,54.0,88.0
2023-01-04 06:56:58.541854185,826,239,794,129,11.24,0.04,107.0,84.0
2023-01-04 06:58:19.549954995,643,501,704,114,11.96,0.02,11.0,43.0
2023-01-04 06:59:40.558055805,404,54,364,346,10.79,0.17,4.0,57.0
2023-01-04 07:01:01.566156615,414,737,938,913,10.6,0.05,10.0,44.0
2023-01-04 07:02:22.574257425,334,482,548,463,12.43,0.12,110.0,52.0
2023-01-04 07:03:43.582358235,342,346,166,482,11.19,0.15,65.0,68.0
2023-01-04 07:05:04.590459045,92,409,435,479,10.52,0.12,58.0,1.0
2023-01-04 07:06:25.598559856,852,130,841,56,12.02,0.05,25.0,13.0
2023-01-04 07:07:46.606660666,187,629,381,413,10.71,0.07,167.0,83.0
2023-01-04 07:09:07.614761476,880,674,376,503,12.2,0.19,18.0,39.0
2023-01-04 07:10:28.622862286,313,644,687,14,10.13,0.1,125.0,52.0
2023-01-04 07:11:49.630963096,901,568,506,843,12.17,0.16,105.0,59.0
2023-01-04 07:13:10.639063906,711,264,57,467,12.34,0.2,100.0,10.0
2023-01-04 07:14:31.647164716,554,208,631,985,12.31,0.15,6.0,56.0
2023-01-04 07:15:52.655265526,34,65,943,512,10.12,0.09,83.0,30.0
2023-01-04 07:17:13.663366336,176,975,0,848,10.98,0.19,15.0,12.0
2023-01-04 07:18:34.671467146,915,734,864,99,12.05,0.07,65.0,18.0
2023-01-04 07:19:55.679567956,779,535,179,94,11.08,0.09,52.0,84.0
2023-01-04 07:21:16.687668766,909,451,566,759,10.37,0.14,176.0,11.0
2023-01-04 07:22:37.695769576,301,862,611,573,10.99,0.06,77.0,51.0
2023-01-04 07:23:58.703870387,429,18,898,363,11.39,0.01,75.0,79.0
2023-01-04 07:25:19.711971197,153,17,967,812,11.43,0.08,169.0,51.0
2023-01-04 07:26:40.720072007,164,949,404,572,10.97,0.12,15.0,53.0
2023-01-04 07:28:01.728172817,288,211,832,708,11.17,0.18,135.0,9.0
2023-01-04 07:29:22.736273627,637,367,785,677,11.42,0.16,167.0,88.0
2023-01-04 07:30:43.744374437,178,384,271,876,11.77,0.16,131.0,62.0
2023-01-04 07:32:04.752475247,1006,469,674,354,10.76,0.01,89.0,86.0
2023-01-04 07:33:25.760576057,878,174,339,718,10.24,0.19,37.0,30.0
2023-01-04 07:34:46.768676867,83,836,471,389,11.33,0.12,94.0,12.0
2023-01-04 07:36:07.776777677,10,299,235,459,11.1,0.12,36.0,45.0
2023-01-04 07:37:28.784878487,489,237,333,705,12.0,0.19,124.0,50.0
2023-01-04 07:38:49.792979297,332,762,748,118,10.23,0.09,95.0,50.0
2023-01-04 07:40:10.801080108,312,9,355,195,11.49,0.2,7.0,78.0
2023-01-04 07:41:31.809180918,71,520,151,454,10.92,0.04,107.0,54.0
2023-01-04 07:42:52.817281728,757,179,354,284,11.41,0.15,153.0,34.0
2023-01-04 07:44:13.825382538,36,117,558,453,12.02,0.2,39.0,19.0
2023-01-04 07:45:34.833483348,51,357,163,482,11.72,0.15,17.0,60.0
2023-01-04 07:46:55.841584158,786,124,387,924,10.13,0.08,145.0,11.0
2023-01-04 07:48:16.849684968,885,90,966,967,12.36,0.2,10.0,42.0
2023-01-04 07:49:37.857785778,736,773,297,562,10.52,0.12,132.0,9.0
2023-01-04 07:50:58.865886588,18,877,770,841,10.41,0.14,120.0,50.0
2023-01-04 07:52:19.873987398,235,24,246,418,12.2,0.08,45.0,38.0
2023-01-04 07:53:40.882088208,913,115,483,218,11.65,0.04,83.0,43.0
2023-01-04 07:55:01.890189018,652,693,508,918,11.18,0.07,49.0,22.0
2023-01-04 07:56:22.898289829,233,185,1016,634,11.75,0.04,77.0,84.0
2023-01-04 07:57:43.906390639,781,646,542,410,10.66,0.19,42.0,59.0
2023-01-04 07:59:04.914491449,189,379,66,542,10.24,0.13,166.0,45.0
2023-01-04 08:00:25.922592259,442,1004,932,571,10.89,0.03,167.0,26.0
2023-01-04 08:01:46.930693069,504,989,748,965,11.97,0.08,163.0,52.0
2023-01-04 08:03:07.938793879,408,664,213,902,11.27,0.18,167.0,1.0
2023-01-04 08:04:28.946894689,619,733,202,251,10.2,0.16,174.0,28.0
2023-01-04 08:05:49.954995499,903,927,955,970,11.08,0.19,56.0,44.0
2023-01-04 08:07:10.963096309,887,988,67,4,10.78,0.19,59.0,18.0
2023-01-04 08:08:31.971197119,628,136,507,925,11.16,0.14,56.0,41.0
2023-01-04 08:09:52.979297929,870,33,498,602,10.34,0.1,140.0,32.0
2023-01-04 08:11:13.987398739,716,429,95,714,10.76,0.02,72.0,21.0
2023-01-04 08:12:34.995499549,588,1006,871,179,10.48,0.05,156.0,9.0
2023-01-04 08:13:56.003600360,2,241,1020,488,11.26,0.18,31.0,73.0
2023-01-04 08:15:17.011701170,96,323,289,289,11.03,0.05,110.0,2.0
2023-01-04 08:16:38.019801980,566,985,619,333,10.97,0.07,109.0,51.0
2023-01-04 08:17:59.027902790,356,959,385,647,11.52,0.12,83.0,9.0
2023-01-04 08:19:20.036003600,769,72,905,458,11.35,0.08,171.0,82.0
2023-01-04 08:20:41.044104410,655,665,6,265,11.88,0.14,124.0,41.0
2023-01-04 08:22:02.052205220,893,5,502,952,11.16,0.05,177.0,27.0
2023-01-04 08:23:23.060306030,933,711,676,812,12.19,0.19,90.0,62.0
2023-01-04 08:24:44.068406840,184,830,733,207,12.42,0.13,30.0,34.0
2023-01-04 08:26:05.076507650,91,119,193,223,11.17,0.04,52.0,54.0
2023-01-04 08:27:26.084608460,157,318,370,361,12.25,0.0,110.0,12.0
2023-01-04 08:28:47.092709270,525,926,918,193,10.27,0.06,174.0,59.0
2023-01-04 08:30:08.100810081,737,525,296,495,10.6,0.1,169.0,41.0
2023-01-04 08:31:29.108910891,414,916,174,139,10.77,0.02,22.0,89.0
2023-01-04 08:32:50.117011701,737,793,609,996,10.44,0.01,131.0,38.0
2023-01-04 08:34:11.125112511,488,638,506,620,11.18,0.1,45.0,29.0
2023-01-04 08:35:32.133213321,866,87,384,363,11.93,0.06,115.0,6.0
2023-01-04 08:36:53.141314131,937,679,16,290,10.13,0.15,168.0,13.0
2023-01-04 08:38:14.149414941,588,539,1017,136,10.25,0.08,103.0,34.0
2023-01-04 08:39:35.157515751,109,486,866,81,11.63,0.17,22.0,43.0
2023-01-04 08:40:56.165616561,506,308,301,828,10.1,0.16,77.0,5.0
2023-01-04 08:42:17.173717371,287,48,282,9,12.0,0.2,62.0,42.0
2023-01-04 08:43:38.181818181,625,419,406,528,11.85,0.18,117.0,38.0
2023-01-04 08:44:59.189918991,315,550,248,418,12.14,0.05,178.0,52.0
2023-01-04 08:46:20.198019801,16,179,960,866,11.29,0.14,48.0,56.0
2023-01-04 08:47:41.206120612,105,874,197,226,11.17,0.13,61.0,18.0
2023-01-04 08:49:02.214221422,79,470,241,19,11.4,0.19,62.0,61.0
2023-01-04 08:50:23.222322232,616,312,63,619,10.49,0.12,19.0,62.0
2023-01-04 08:51:44.230423042,763,115,977,112,10.03,0.12,24.0,23.0
2023-01-04 08:53:05.238523852,840,704,313,216,10.95,0.13,105.0,6.0
2023-01-04 08:54:26.246624662,64,593,605,578,11.98,0.2,107.0,68.0
2023-01-04 08:55:47.254725472,1,745,751,624,11.11,0.06,83.0,22.0
2023-01-04 08:57:08.262826282,246,576,296,722,12.21,0.06,12.0,64.0
2023-01-04 08:58:29.270927092,504,605,964,361,10.98,0.12,17.0,60.0
2023-01-04 08:59:50.279027902,943,625,750,326,10.71,0.02,102.0,73.0
2023-01-04 09:01:11.287128712,982,322,607,419,10.66,0.09,143.0,23.0
2023-01-04 09:02:32.295229522,976,5,418,1014,11.2,0.04,156.0,2.0
2023-01-04 09:03:53.303330333,523,187,543,804,10.76,0.14,164.0,83.0
2023-01-04 09:05:14.311431143,1012,527,729,36,11.43,0.17,146.0,30.0
2023-01-04 09:06:35.319531953,759,658,355,740,11.67,0.02,142.0,21.0
2023-01-04 09:07:56.327632763,82,236,1002,481,12.19,0.04,136.0,37.0
2023-01-04 09:09:17.335733573,605,833,313,323,11.24,0.06,2.0,42.0
2023-01-04 09:10:38.343834383,811,133,52,935,12.12,0.16,155.0,70.0
2023-01-04 09:11:59.351935193,78,1023,229,381,11.65,0.18,141.0,56.0
2023-01-04 09:13:20.360036003,373,680,574,291,12.26,0.04,155.0,25.0
